63,Stefan,Georgescu,1791125156597,0784595799
64,Cristina,Georgescu,2670316250788,0793757038
65,Ion,Enache,1830616240544,0773310830
66,Maria,Georgescu,2630202073681,0789673887
67,Diana,Stan,2670126274630,0705825248
68,Ioana,Dumitru,6031223507332,0767855876
69,Maria,Popescu,2730928318565,0775210258
70,Diana,Stan,2991020172743,0705995955
71,Vlad,Georgescu,1851208268108,0796942091
72,Ion,Popescu,1671028440113,0710278739
73,Andrei,Dumitru,5010111486007,0761640085
74,George,Popescu,1840306447310,0703199031
75,Bianca,Petrescu,2630317347163,0795728043
76,Maria,Ionescu,2920602129772,0710922174
77,Diana,Stan,2810223316861,0711063094
78,Irina,Marin,6031119283054,0740370377
79,Diana,Popescu,2710316364880,0737264221
80,Maria,Marin,2840925486176,0779242963
81,Irina,Enache,2820222282495,0718565797
82,Andreea,Dumitru,6041206379886,0749554145
83,Ioana,Petrescu,2770927222778,0779254876
84,Dan,Popescu,1660623037486,0790300581
85,Elena,Georgescu,2910318062857,0709938675
86,Cristina,Costache,2680926154145,0706702105
87,George,Ionescu,1700323508530,0706340478
88,Andreea,Radu,2640815403904,0758518113
89,Cristian,Vasilescu,1650820341321,0784470073
90,Ioana,Enache,2940127160866,0794221812
91,Dan,Marin,1961115339733,0733597842
92,Florin,Dumitru,1870125068218,0779593401
93,Stefan,Petrescu,1980720508420,0719592851
94,Stefan,Stan,1720305510665,0727536834
95,Stefan,Vasilescu,1881011162819,0742537504
96,Andrei,Enache,5000118292885,0799179248
97,Roxana,Marin,2860201468887,0706504917
98,Maria,Vasilescu,2830212423065,0798586292
99,Irina,Ionescu,2731216518497,0789580847
100,Stefan,Marin,1960214526086,0742159820
101,Bianca,Marin,2760420509248,0792402248
102,Mihai,Costache,1870222098831,0710422637
103,Cristina,Radu,2751218095085,0717588827
104,Mihai,Marin,1950120396111,0712771168
105,Cristian,Costache,1691203074391,0737392861
106,George,Radu,1840705221836,0775648258
107,Stefan,Enache,1910126116626,0784148875
108,Ion,Vasilescu,1621204038889,0778729501
109,Vlad,Barbu,1640413375849,0797109581
110,Stefan,Popescu,1931012370801,0776256935
111,Florin,Vasilescu,1871215382126,0741191767
112,Andrei,Dumitru,1910220505227,0774707737
113,Elena,Stan,6001005047691,0773728492
114,Bianca,Vasilescu,2791028390582,0782964798
115,Andreea,Stan,2990303047356,0789805486
116,Irina,Ionescu,2761107055840,0711050988
117,Florin,Costache,1930909329073,0775140027
118,Alexandra,Costache,6040206073733,0786539945
119,Alexandra,Stan,2960103300401,0740016498
120,Ioana,Marin,2910615308906,0781619648
121,Bianca,Marin,2651002162896,0730531813
122,Roxana,Costache,2860827424986,0771457279
123,Stefan,Petrescu,1740906495079,0710408701
124,Irina,Popescu,2820116136081,0732030758
125,Elena,Costache,2720424206685,0791764867
126,Mihai,Stan,1890223497245,0743766120
127,Alexandra,Vasilescu,2791202488795,0766981298
128,Ion,Enache,1991113493588,0797135505
129,Bianca,Ionescu,2730306400113,0717645080
130,Vlad,Petrescu,1820822079581,0777068911
131,Elena,Petrescu,2670924107909,0719016847
132,Andrei,Enache,1670214018476,0764701695
133,Alexandra,Radu,2800604198010,0709620948
134,George,Marin,1780120251311,0701796305
135,Maria,Popescu,2740302283940,0798588131
136,Ion,Georgescu,1810817084967,0703601122
137,Maria,Marin,2920511074125,0766345308
138,Vlad,Radu,1980715286833,0703921789
139,Vlad,Georgescu,5031215225493,0735140866
140,Andrei,Radu,1601222034741,0746254927
141,Bianca,Popescu,6020605033318,0775510416
142,Dan,Vasilescu,1640807512806,0777290510
143,George,Ionescu,1850111049642,0746649927
144,Diana,Radu,2830304180872,0787509507
145,Dan,Barbu,1730428077141,0771061209
146,Elena,Ionescu,2640910434641,0744898125
147,Andreea,Dumitru,2660822032256,0706514305
148,Bianca,Ionescu,2980713242745,0758789945
149,Ion,Vasilescu,1831009424441,0782446699
150,Cristina,Georgescu,2790320374532,0793876756
151,Stefan,Stan,5051211409378,0742774258
152,Andrei,Georgescu,1860213424531,0732294177
153,Andreea,Georgescu,2700416261001,0737955977
154,George,Costache,1930621461265,0762967774
155,Elena,Barbu,6030611270091,0761850148
156,Andrei,Stan,1870204124785,0720097604
157,Dan,Marin,1651015116194,0759922544
158,Bianca,Barbu,2791207073102,0720386240
159,Andrei,Stan,1750713167171,0705677807
160,Irina,Costache,2971217093661,0711766737
161,Andreea,Georgescu,6031205227506,0718880044
162,Bianca,Enache,2861223339636,0719303827
163,Diana,Stan,2691002325608,0706795250
164,Dan,Marin,1930716049752,0713157777
165,Elena,Radu,2880127488275,0716603338
166,Ion,Barbu,1620205373120,0736366732
167,Andrei,Popescu,1820713207991,0727497883
168,Roxana,Marin,2801227478058,0737240258
169,Alexandra,Popescu,2770219013372,0766999869
170,Bianca,Costache,2601117312751,0777841275
171,Bianca,Stan,6020920232444,0798463457
172,Rares,Enache,1930318279500,0763579825
173,Cristina,Dumitru,2650524131044,0777012917
174,Cristina,Petrescu,2990927517641,0723473897
175,Ioana,Stan,2921126346679,0705542446
176,Cristian,Radu,1641209224971,0721969326
177,Vlad,Popescu,1820821229766,0706991975
178,Diana,Enache,2891026162850,0735762560
179,Cristian,Radu,1850806450688,0777787616
180,Elena,Costache,2881216422314,0737128859
181,Irina,Georgescu,2901223336566,0702051569
182,Maria,Stan,2660704481954,0763678819
183,Roxana,Stan,2880210032535,0784298618
184,Irina,Costache,2890828236336,0799122191
185,Rares,Stan,1860114022799,0706609096
186,Irina,Petrescu,2660813196101,0737927464
187,Ioana,Petrescu,2911028338097,0767008059
188,Cristian,Georgescu,1940920191374,0703208724
189,Maria,Petrescu,2640913518890,0725204960
190,Andreea,Barbu,2880619051596,0738569641
191,Andrei,Marin,1780517308951,0721193782
192,Ion,Georgescu,5000627413571,0783456475
193,Rares,Georgescu,5000711482003,0700776129
194,Rares,Petrescu,1840226258131,0749036282
195,Irina,Barbu,2920611172218,0766233030
196,Vlad,Georgescu,1870309251396,0763090096
197,Vlad,Radu,1651103420146,0728972021
198,Vlad,Popescu,1820801046802,0788294141
199,Alexandra,Stan,2870921480400,0728300858
200,Irina,Barbu,2750822379313,0723217214
201,Ion,Ione,1234567891323,0728349533
202,Ion,Ionescu,1234567891243,0728349533
